*Vertices 100
1 "10981"
2 "10990"
3 "11000"
4 "10988"
5 "10901"
6 "10944"
7 "10925"
8 "10998"
9 "10962"
10 "10919"
11 "10924"
12 "10909"
13 "10999"
14 "10915"
15 "10977"
16 "10917"
17 "10951"
18 "10932"
19 "10949"
20 "10965"
21 "10946"
22 "10935"
23 "10929"
24 "10975"
25 "10927"
26 "10939"
27 "10953"
28 "10957"
29 "10945"
30 "10967"
31 "10956"
32 "10960"
33 "10940"
34 "10911"
35 "10982"
36 "10923"
37 "10969"
38 "10992"
39 "10996"
40 "10908"
41 "10914"
42 "10948"
43 "10964"
44 "10995"
45 "10926"
46 "10961"
47 "10974"
48 "10980"
49 "10985"
50 "10910"
51 "10934"
52 "10989"
53 "10920"
54 "10972"
55 "10950"
56 "10936"
57 "10968"
58 "10937"
59 "10933"
60 "10905"
61 "10986"
62 "10971"
63 "10993"
64 "10958"
65 "10943"
66 "10942"
67 "10907"
68 "10987"
69 "10941"
70 "10912"
71 "10952"
72 "10947"
73 "10959"
74 "10922"
75 "10984"
76 "10970"
77 "10997"
78 "10904"
79 "10928"
80 "10930"
81 "10994"
82 "10983"
83 "10954"
84 "10938"
85 "10931"
86 "10963"
87 "10978"
88 "10918"
89 "10902"
90 "10906"
91 "10913"
92 "10979"
93 "10991"
94 "10955"
95 "10973"
96 "10921"
97 "10916"
98 "10976"
99 "10903"
100 "10966"
*Edges
99 16 298.0
57 5 166.0
18 29 2861.0
82 41 1082.0
96 89 1241.0
50 26 1302.0
87 63 2953.0
59 13 2698.0
90 80 1890.0
83 84 530.0
57 86 1332.0
53 35 466.0
51 18 2591.0
66 86 2672.0
100 51 2797.0
81 85 741.0
61 79 2274.0
23 11 599.0
94 76 1009.0
34 61 323.0
74 5 1971.0
5 26 1095.0
42 13 1600.0
2 53 470.0
97 72 876.0
25 15 1659.0
41 58 2439.0
23 19 1125.0
56 40 1358.0
90 37 992.0
79 6 196.0
48 29 2126.0
44 52 2270.0
1 16 2327.0
71 94 2779.0
55 39 282.0
82 91 1714.0
86 11 2877.0
52 97 574.0
24 95 2782.0
18 62 610.0
71 95 2287.0
51 74 758.0
24 33 56.0
46 98 2929.0
12 72 2006.0
66 98 1383.0
68 87 1016.0
72 22 275.0
90 45 2910.0
98 8 2447.0
69 65 1394.0
99 26 1406.0
63 3 1864.0
