*Vertices 100
1 "921"
2 "997"
3 "908"
4 "949"
5 "991"
6 "964"
7 "934"
8 "947"
9 "953"
10 "993"
11 "938"
12 "930"
13 "980"
14 "985"
15 "996"
16 "901"
17 "951"
18 "920"
19 "963"
20 "998"
21 "926"
22 "935"
23 "927"
24 "913"
25 "912"
26 "945"
27 "975"
28 "967"
29 "969"
30 "987"
31 "923"
32 "999"
33 "902"
34 "928"
35 "919"
36 "992"
37 "983"
38 "990"
39 "972"
40 "937"
41 "911"
42 "936"
43 "910"
44 "960"
45 "961"
46 "918"
47 "982"
48 "917"
49 "965"
50 "946"
51 "941"
52 "942"
53 "903"
54 "904"
55 "957"
56 "924"
57 "973"
58 "962"
59 "984"
60 "974"
61 "977"
62 "948"
63 "907"
64 "905"
65 "922"
66 "994"
67 "916"
68 "976"
69 "929"
70 "956"
71 "914"
72 "909"
73 "1000"
74 "995"
75 "981"
76 "940"
77 "933"
78 "906"
79 "959"
80 "952"
81 "968"
82 "970"
83 "943"
84 "958"
85 "925"
86 "978"
87 "944"
88 "931"
89 "979"
90 "954"
91 "989"
92 "988"
93 "932"
94 "966"
95 "971"
96 "950"
97 "939"
98 "955"
99 "915"
100 "986"
*Edges
72 43 196.0
14 50 90.0
28 70 459.0
33 49 226.0
61 27 295.0
62 4 390.0
18 76 84.0
16 1 370.0
59 94 2.0
40 44 445.0
47 74 8.0
51 89 407.0
36 10 483.0
49 86 102.0
20 58 264.0
90 35 135.0
95 58 230.0
53 93 4.0
12 88 217.0
27 77 448.0
96 92 143.0
56 98 284.0
94 73 159.0
32 73 342.0
29 11 174.0
73 95 102.0
5 22 172.0
85 21 466.0
26 72 244.0
6 77 400.0
37 32 291.0
21 35 147.0
68 76 145.0
97 93 316.0
41 87 158.0
100 97 122.0
5 21 395.0
48 41 419.0
7 63 306.0
100 42 115.0
47 6 375.0
36 94 424.0
56 63 249.0
60 47 255.0
91 39 271.0
20 87 47.0
53 49 30.0
94 29 108.0
39 100 379.0
12 28 375.0
95 84 390.0
80 96 467.0
81 29 269.0
25 72 168.0
44 7 98.0
6 49 451.0
75 52 169.0
73 69 237.0
89 39 235.0
43 56 59.0
71 83 11.0
62 37 281.0
4 8 432.0
73 12 416.0
37 25 200.0
37 59 261.0
73 83 439.0
100 98 45.0
68 39 437.0
16 74 160.0
11 97 91.0
84 79 476.0
73 57 11.0
8 62 155.0
31 42 162.0
43 47 472.0
30 48 177.0
78 57 373.0
55 40 49.0
43 41 399.0
91 38 19.0
48 65 325.0
77 7 179.0
65 7 452.0
2 89 402.0
96 14 338.0
35 55 207.0
41 57 169.0
57 55 197.0
70 51 248.0
64 63 441.0
35 95 441.0
94 39 435.0
50 78 212.0
91 31 377.0
18 79 474.0
56 79 308.0
86 56 409.0
1 8 406.0
59 65 42.0
36 16 316.0
